MAG	group	depth_group	layer
s_SalMarWE160240MG_4_8859167_Bin_30	13	mid_13	mid
s_SalMarSW160190MG_4_8917695_Bin_47_1	14	mid_14	mid
s_SalMarSW160270MG_2_8917367_Bin_19_1	20	mid_20	mid
s_SalMarSW160370MG_2_8856101_Bin_18_1	22	mid_22	mid
s_SalMarSW160370MG_2_8856101_Bin_13_2	16	mid_16	mid
s_SalMarWE160370MG_2_8917056_Bin_45	19	mid_19	mid
s_SalMarSW160290MG_2_8930515_Bin_63_2	19	mid_19	mid
s_SalMarSW160270MG_2_8917367_Bin_67_1	24	mid_24	mid
s_SalMarWE160390MG_2_8858938_Bin_32	19	mid_19	mid
s_SalMarSW160290MG_2_8930515_Bin_67	6	mid_6	mid
s_SalMarSW160380MG_2_8856100_Bin_51	24	mid_24	mid
s_SalMarSW160270MG_2_8917367_Bin_70	6	mid_6	mid
s_SalMarSW160370MG_2_8856101_Bin_51	24	mid_24	mid
s_SalMarWE160490MG_2_8858883_Bin_49	19	mid_19	mid
s_SalMarWE160390MG_2_8858938_Bin_51	19	mid_19	mid
s_SalMarWE160290MG_2_8859005_Bin_45	6	mid_6	mid
s_SalMarWE160340MG_2_8859126_Bin_49	25	mid_25	mid
s_SalMarSW160290MG_2_8930515_Bin_29	26	mid_26	mid
s_SalMarWE160490MG_2_8858883_Bin_73	19	mid_19	mid
s_SalMarWE160490MG_2_8858883_Bin_41_1	6	mid_6	mid
s_SalMarSW160380MG_2_8856100_Bin_98	19	mid_19	mid
s_SalMarWE160370MG_2_8917056_Bin_10_1	19	mid_19	mid
s_SalMarWE160390MG_2_8858938_Bin_20_1	19	mid_19	mid
s_SalMarWE160370MG_2_8917056_Bin_10_2	19	mid_19	mid
s_SalMarSW160270MG_2_8917367_Bin_17_2	26	mid_26	mid
s_SalMarSW160190MG_4_8917695_Bin_37_1	27	mid_27	mid
s_SalMarSW160340MG_2_8858886_Bin_27_1	27	mid_27	mid
s_SalMarSW160370MG_2_8856101_Bin_29_1	27	mid_27	mid
s_SalMarSW160340MG_2_8858886_Bin_13	28	mid_28	mid
s_SalMarSW160240MG_3_8917366_Bin_2_1	4	mid_4	mid
s_SalMarSW160270MG_2_8917367_Bin_35_1	27	mid_27	mid
s_SalMarSW160140MG_2_8917685_Bin_9_2	29	mid_29	mid
s_SalMarSW160240MG_3_8917366_Bin_3_1	28	mid_28	mid
s_SalMarSW160140MG_2_8917685_Bin_9_3	30	mid_30	mid
s_SalMarSW160240MG_3_8917366_Bin_2_2	31	mid_31	mid
s_SalMarSW160380MG_2_8856100_Bin_67_1	27	mid_27	mid
s_SalMarWE160340MG_2_8859126_Bin_47	31	mid_31	mid
s_SalMarSW160290MG_2_8930515_Bin_38_1	19	mid_19	mid
s_SalMarSW160170MG_4_8917696_Bin_18_1	19	mid_19	mid
s_SalMarSW160140MG_2_8917685_Bin_39_1	28	mid_28	mid
s_SalMarSW160340MG_2_8858886_Bin_28	8	mid_8	mid
s_SalMarSW160170MG_4_8917696_Bin_2_2	6	mid_6	mid
s_SalMarSW160190MG_4_8917695_Bin_1_2	19	mid_19	mid
s_SalMarSW160290MG_2_8930515_Bin_7_1	32	mid_32	mid
s_SalMarSW160380MG_2_8856100_Bin_82	1	mid_1	mid
s_SalMarSW160270MG_2_8917367_Bin_31	33	mid_33	mid
s_SalMarWE160490MG_2_8858883_Bin_31	6	mid_6	mid
s_SalMarWE160470MG_2_8859121_Bin_54	34	mid_34	mid
s_SalMarWE160290MG_2_8859005_Bin_11_1	10	mid_10	mid
s_SalMarWE160340MG_2_8859126_Bin_5	6	mid_6	mid
s_SalMarSW160370MG_2_8856101_Bin_5_1	1	mid_1	mid
s_SalMarWE160240MG_4_8859167_Bin_15	35	mid_35	mid
s_SalMarSW160140MG_2_8917685_Bin_5_4	19	mid_19	mid
s_SalMarWE160270MG_2_8859120_Bin_19	6	mid_6	mid
s_SalMarSW160380MG_2_8856100_Bin_71	33	mid_33	mid
s_SalMarSW160240MG_3_8917366_Bin_1_3	19	mid_19	mid
s_SalMarWE160240MG_4_8859167_Bin_18	33	mid_33	mid
s_SalMarSW160240MG_3_8917366_Bin_14_2	36	mid_36	mid
s_SalMarSW160140MG_2_8917685_Bin_5_2	36	mid_36	mid
s_SalMarSW160270MG_2_8917367_Bin_5_2	37	mid_37	mid
s_SalMarWE160270MG_2_8859120_Bin_4_1	10	mid_10	mid
s_SalMarWE160370MG_2_8917056_Bin_25	6	mid_6	mid
s_SalMarWE160390MG_2_8858938_Bin_19	38	mid_38	mid
s_SalMarWE160370MG_2_8917056_Bin_27	6	mid_6	mid
s_SalMarSW160370MG_2_8856101_Bin_28	33	mid_33	mid
s_SalMarSW160140MG_2_8917685_Bin_5_3	19	mid_19	mid
s_SalMarWE160270MG_2_8859120_Bin_4_2	10	mid_10	mid
s_SalMarWE160370MG_2_8917056_Bin_23_2	19	mid_19	mid
s_SalMarSW160190MG_4_8917695_Bin_14_1	39	mid_39	mid
s_SalMarSW160170MG_4_8917696_Bin_19	38	mid_38	mid
s_SalMarWE160490MG_2_8858883_Bin_42	6	mid_6	mid
s_SalMarSW160190MG_4_8917695_Bin_1_6	19	mid_19	mid
s_SalMarSW160290MG_2_8930515_Bin_7_2	40	mid_40	mid
s_SalMarWE160290MG_2_8859005_Bin_2_1	41	mid_41	mid
s_SalMarWE160290MG_2_8859005_Bin_8_2	6	mid_6	mid
s_SalMarSW160170MG_4_8917696_Bin_2_1	19	mid_19	mid
s_SalMarSW160370MG_2_8856101_Bin_9	1	mid_1	mid
s_SalMarWE160390MG_2_8858938_Bin_14_1	35	mid_35	mid
s_SalMarSW160380MG_2_8856100_Bin_48	42	mid_42	mid
s_SalMarWE160390MG_2_8858938_Bin_17_1	6	mid_6	mid
s_SalMarWE160290MG_2_8859005_Bin_11_2	10	mid_10	mid
s_SalMarSW160290MG_2_8930515_Bin_30	38	mid_38	mid
s_SalMarWE160370MG_2_8917056_Bin_19	43	mid_43	mid
s_SalMarSW160190MG_4_8917695_Bin_31	33	mid_33	mid
s_SalMarSW160270MG_2_8917367_Bin_49	39	mid_39	mid
s_SalMarWE160440MG_2_8867465_Bin_9	44	mid_44	mid
s_SalMarWE160340MG_2_8859126_Bin_82	44	mid_44	mid
s_SalMarWE160390MG_2_8858938_Bin_9	19	mid_19	mid
s_SalMarWE160490MG_2_8858883_Bin_12	19	mid_19	mid
s_SalMarWE160240MG_4_8859167_Bin_20_1	19	mid_19	mid
s_SalMarSW160290MG_2_8930515_Bin_15_1	19	mid_19	mid
s_SalMarSW160380MG_2_8856100_Bin_49_1	6	mid_6	mid
s_SalMarWE160490MG_2_8858883_Bin_15	6	mid_6	mid
s_SalMarSW160290MG_2_8930515_Bin_43_1	6	mid_6	mid
s_SalMarSW160380MG_2_8856100_Bin_28	45	mid_45	mid
s_SalMarWE160270MG_2_8859120_Bin_28	6	mid_6	mid
s_SalMarWE160390MG_2_8858938_Bin_22_1	6	mid_6	mid
s_SalMarSW160170MG_4_8917696_Bin_30_1	6	mid_6	mid
s_SalMarWE160390MG_2_8858938_Bin_24_1	6	mid_6	mid
s_SalMarWE160370MG_2_8917056_Bin_8_1	19	mid_19	mid
s_SalMarWE160370MG_2_8917056_Bin_21	6	mid_6	mid
s_SalMarWE160490MG_2_8858883_Bin_68	19	mid_19	mid
s_SalMarWE160270MG_2_8859120_Bin_3_2	46	mid_46	mid
s_SalMarWE160270MG_2_8859120_Bin_3_1	47	mid_47	mid
s_SalMarSW160240MG_3_8917366_Bin_48	46	mid_46	mid
s_SalMarSW160140MG_2_8917685_Bin_16_1	46	mid_46	mid
s_SalMarSW160240MG_3_8917366_Bin_21	6	mid_6	mid
s_SalMarWE160340MG_2_8859126_Bin_13	6	mid_6	mid
s_SalMarSW160380MG_2_8856100_Bin_89	48	mid_48	mid
s_SalMarSW160290MG_2_8930515_Bin_33	22	mid_22	mid
s_SalMarWE160370MG_2_8917056_Bin_3_2	49	mid_49	mid
s_SalMarSW160140MG_2_8917685_Bin_57	50	mid_50	mid
s_SalMarSW160240MG_3_8917366_Bin_37	51	mid_51	mid
s_SalMarWE160390MG_2_8858938_Bin_3_2	52	mid_52	mid
s_SalMarSW160140MG_2_8917685_Bin_27	4	mid_4	mid
s_SalMarSW160380MG_2_8856100_Bin_46_1	10	mid_10	mid
s_SalMarSW160370MG_2_8856101_Bin_50	53	mid_53	mid
s_SalMarSW160340MG_2_8858886_Bin_20	54	mid_54	mid
s_SalMarSW160380MG_2_8856100_Bin_26_2	6	mid_6	mid
s_SalMarSW160240MG_3_8917366_Bin_35	6	mid_6	mid
s_SalMarSW160380MG_2_8856100_Bin_108	53	mid_53	mid
s_SalMarWE160490MG_2_8858883_Bin_59_3	6	mid_6	mid
s_SalMarWE160270MG_2_8859120_Bin_31	10	mid_10	mid
s_SalMarSW160380MG_2_8856100_Bin_26_1	55	mid_55	mid
s_SalMarWE160490MG_2_8858883_Bin_5	22	mid_22	mid
s_SalMarSW160270MG_2_8917367_Bin_53_2	56	mid_56	mid
s_SalMarWE160290MG_2_8859005_Bin_13_1	57	mid_57	mid
s_SalMarWE160340MG_2_8859126_Bin_85_1	58	mid_58	mid
s_SalMarWE160490MG_2_8858883_Bin_54_2	59	mid_59	mid
s_SalMarWE160490MG_2_8858883_Bin_13_3	49	mid_49	mid
s_SalMarSW160140MG_2_8917685_Bin_44	52	mid_52	mid
s_SalMarWE160470MG_2_8859121_Bin_30_3	60	mid_60	mid
s_SalMarSW160140MG_2_8917685_Bin_13_5	61	mid_61	mid
s_SalMarWE160370MG_2_8917056_Bin_12_1	49	mid_49	mid
s_SalMarWE160470MG_2_8859121_Bin_60_1	53	mid_53	mid
s_SalMarWE160370MG_2_8917056_Bin_20_1	6	mid_6	mid
s_SalMarSW160290MG_2_8930515_Bin_61_1	47	mid_47	mid
s_SalMarWE160470MG_2_8859121_Bin_30_1	56	mid_56	mid
s_SalMarWE160240MG_4_8859167_Bin_16	62	mid_62	mid
s_SalMarWE160490MG_2_8858883_Bin_13_4	19	mid_19	mid
s_SalMarWE160290MG_2_8859005_Bin_5	63	mid_63	mid
s_SalMarSW160240MG_3_8917366_Bin_23	54	mid_54	mid
s_SalMarWE160340MG_2_8859126_Bin_48_2	64	mid_64	mid
s_SalMarWE160390MG_2_8858938_Bin_3_1	65	mid_65	mid
s_SalMarSW160140MG_2_8917685_Bin_40	54	mid_54	mid
s_SalMarWE160290MG_2_8859005_Bin_36	66	mid_66	mid
s_SalMarWE160340MG_2_8859126_Bin_2	31	mid_31	mid
s_SalMarSW160140MG_2_8917685_Bin_50	51	mid_51	mid
s_SalMarWE160240MG_4_8859167_Bin_10_1	67	mid_67	mid
s_SalMarWE160270MG_2_8859120_Bin_10_1	54	mid_54	mid
s_SalMarSW160370MG_2_8856101_Bin_44	56	mid_56	mid
s_SalMarSW160380MG_2_8856100_Bin_109	6	mid_6	mid
s_SalMarSW160380MG_2_8856100_Bin_24_1	68	mid_68	mid
s_SalMarWE160270MG_2_8859120_Bin_11_1	69	mid_69	mid
s_SalMarSW160380MG_2_8856100_Bin_13_1	31	mid_31	mid
s_SalMarSW160140MG_2_8917685_Bin_13_2	70	mid_70	mid
s_SalMarSW160190MG_4_8917695_Bin_43	6	mid_6	mid
s_SalMarSW160270MG_2_8917367_Bin_10_2	10	mid_10	mid
s_SalMarWE160270MG_2_8859120_Bin_23	71	mid_71	mid
s_SalMarWE160470MG_2_8859121_Bin_60_2	58	mid_58	mid
s_SalMarSW160340MG_2_8858886_Bin_30	19	mid_19	mid
s_SalMarWE160370MG_2_8917056_Bin_39	72	mid_72	mid
s_SalMarSW160170MG_4_8917696_Bin_46	73	mid_73	mid
s_SalMarWE160470MG_2_8859121_Bin_10	57	mid_57	mid
s_SalMarSW160290MG_2_8930515_Bin_6_2_1	74	mid_74	mid
s_SalMarSW160380MG_2_8856100_Bin_39	57	mid_57	mid
s_SalMarSW160240MG_3_8917366_Bin_27_1	56	mid_56	mid
s_SalMarSW160370MG_2_8856101_Bin_10	6	mid_6	mid
s_SalMarSW160340MG_2_8858886_Bin_24	75	mid_75	mid
s_SalMarWE160270MG_2_8859120_Bin_24	10	mid_10	mid
s_SalMarWE160390MG_2_8858938_Bin_18	76	mid_76	mid
s_SalMarSW160290MG_2_8930515_Bin_18_1	52	mid_52	mid
s_SalMarWE160370MG_2_8917056_Bin_50	19	mid_19	mid
s_SalMarSW160370MG_2_8856101_Bin_21	77	mid_77	mid
s_SalMarSW160270MG_2_8917367_Bin_55_1	78	mid_78	mid
s_SalMarWE160340MG_2_8859126_Bin_0_1	19	mid_19	mid
s_SalMarSW160240MG_3_8917366_Bin_33	71	mid_71	mid
s_SalMarSW160190MG_4_8917695_Bin_7_1	31	mid_31	mid
s_SalMarWE160490MG_2_8858883_Bin_59_2	22	mid_22	mid
s_SalMarSW160370MG_2_8856101_Bin_49	78	mid_78	mid
s_SalMarSW160140MG_2_8917685_Bin_34	71	mid_71	mid
s_SalMarSW160370MG_2_8856101_Bin_17_1	10	mid_10	mid
s_SalMarWE160270MG_2_8859120_Bin_25	79	mid_79	mid
s_SalMarSW160170MG_4_8917696_Bin_41_2	53	mid_53	mid
s_SalMarSW160340MG_2_8858886_Bin_10	8	mid_8	mid
s_SalMarSW160170MG_4_8917696_Bin_16	22	mid_22	mid
s_SalMarWE160440MG_2_8867465_Bin_12_1	80	mid_80	mid
s_SalMarSW160270MG_2_8917367_Bin_7_5_2	47	mid_47	mid
s_SalMarSW160240MG_3_8917366_Bin_5_1	6	mid_6	mid
s_SalMarWE160370MG_2_8917056_Bin_24_1	6	mid_6	mid
s_SalMarWE160490MG_2_8858883_Bin_46	81	mid_81	mid
s_SalMarSW160290MG_2_8930515_Bin_2_1	31	mid_31	mid
s_SalMarSW160170MG_4_8917696_Bin_40_1	26	mid_26	mid
s_SalMarSW160240MG_3_8917366_Bin_41	82	mid_82	mid
s_SalMarSW160370MG_2_8856101_Bin_14_2	68	mid_68	mid
s_SalMarWE160240MG_4_8859167_Bin_35	83	mid_83	mid
s_SalMarSW160190MG_4_8917695_Bin_50	10	mid_10	mid
s_SalMarSW160340MG_2_8858886_Bin_3	19	mid_19	mid
s_SalMarWE160370MG_2_8917056_Bin_20_2	6	mid_6	mid
s_SalMarSW160370MG_2_8856101_Bin_27_1	68	mid_68	mid
s_SalMarWE160240MG_4_8859167_Bin_21	57	mid_57	mid
s_SalMarWE160440MG_2_8867465_Bin_26	6	mid_6	mid
s_SalMarWE160390MG_2_8858938_Bin_8	59	mid_59	mid
s_SalMarWE160490MG_2_8858883_Bin_13_5	49	mid_49	mid
s_SalMarSW160190MG_4_8917695_Bin_56	83	mid_83	mid
s_SalMarSW160380MG_2_8856100_Bin_26_3	84	mid_84	mid
s_SalMarSW160240MG_3_8917366_Bin_30_1	19	mid_19	mid
s_SalMarWE160340MG_2_8859126_Bin_48_3	70	mid_70	mid
s_SalMarSW160270MG_2_8917367_Bin_40_2	68	mid_68	mid
s_SalMarSW160190MG_4_8917695_Bin_7_3	85	mid_85	mid
s_SalMarWE160240MG_4_8859167_Bin_32	71	mid_71	mid
s_SalMarSW160290MG_2_8930515_Bin_56	6	mid_6	mid
s_SalMarWE160470MG_2_8859121_Bin_30_4	86	mid_86	mid
s_SalMarSW160370MG_2_8856101_Bin_13_1	57	mid_57	mid
s_SalMarSW160270MG_2_8917367_Bin_7_2	87	mid_87	mid
s_SalMarSW160380MG_2_8856100_Bin_8_1	83	mid_83	mid
s_SalMarSW160270MG_2_8917367_Bin_2_1	78	mid_78	mid
s_SalMarSW160340MG_2_8858886_Bin_9_1	58	mid_58	mid
s_SalMarWE160270MG_2_8859120_Bin_13_1	6	mid_6	mid
s_SalMarSW160170MG_4_8917696_Bin_3_4	56	mid_56	mid
s_SalMarWE160390MG_2_8858938_Bin_27	57	mid_57	mid
s_SalMarSW160140MG_2_8917685_Bin_47_1	6	mid_6	mid
s_SalMarSW160170MG_4_8917696_Bin_34	10	mid_10	mid
s_SalMarSW160240MG_3_8917366_Bin_38_1	58	mid_58	mid
s_SalMarWE160440MG_2_8867465_Bin_15_1	56	mid_56	mid
s_SalMarWE160490MG_2_8858883_Bin_13_2	31	mid_31	mid
s_SalMarWE160490MG_2_8858883_Bin_13_1	56	mid_56	mid
s_SalMarSW160380MG_2_8856100_Bin_104	10	mid_10	mid
s_SalMarWE160370MG_2_8917056_Bin_18_1	88	mid_88	mid
s_SalMarWE160270MG_2_8859120_Bin_20_1	57	mid_57	mid
s_SalMarWE160340MG_2_8859126_Bin_46	8	mid_8	mid
s_SalMarSW160370MG_2_8856101_Bin_12	22	mid_22	mid
s_SalMarSW160190MG_4_8917695_Bin_17_1	63	mid_63	mid
s_SalMarWE160370MG_2_8917056_Bin_17_2	56	mid_56	mid
s_SalMarWE160370MG_2_8917056_Bin_17_1	6	mid_6	mid
s_SalMarSW160380MG_2_8856100_Bin_38	78	mid_78	mid
s_SalMarWE160340MG_2_8859126_Bin_85_2	6	mid_6	mid
s_SalMarSW160170MG_4_8917696_Bin_21	52	mid_52	mid
s_SalMarWE160440MG_2_8867465_Bin_15_2	86	mid_86	mid
s_SalMarWE160340MG_2_8859126_Bin_57	22	mid_22	mid
s_SalMarSW160140MG_2_8917685_Bin_13_1	56	mid_56	mid
s_SalMarSW160140MG_2_8917685_Bin_43	8	mid_8	mid
s_SalMarSW160270MG_2_8917367_Bin_13_3	68	mid_68	mid
s_SalMarWE160370MG_2_8917056_Bin_3_3	49	mid_49	mid
s_SalMarWE160370MG_2_8917056_Bin_3_5	49	mid_49	mid
s_SalMarWE160390MG_2_8858938_Bin_25_1	74	mid_74	mid
s_SalMarSW160190MG_4_8917695_Bin_36	71	mid_71	mid
s_SalMarSW160170MG_4_8917696_Bin_11_1	57	mid_57	mid
s_SalMarSW160290MG_2_8930515_Bin_11_2	73	mid_73	mid
s_SalMarWE160340MG_2_8859126_Bin_51	75	mid_75	mid
s_SalMarSW160270MG_2_8917367_Bin_27	22	mid_22	mid
s_SalMarWE160470MG_2_8859121_Bin_30_2	89	mid_89	mid
s_SalMarSW160190MG_4_8917695_Bin_39	57	mid_57	mid
s_SalMarSW160290MG_2_8930515_Bin_6_1_1	10	mid_10	mid
s_SalMarSW160270MG_2_8917367_Bin_33_1	10	mid_10	mid
s_SalMarSW160270MG_2_8917367_Bin_10_1	10	mid_10	mid
s_SalMarWE160340MG_2_8859126_Bin_48_1	56	mid_56	mid
s_SalMarSW160290MG_2_8930515_Bin_11_1	10	mid_10	mid
s_SalMarSW160270MG_2_8917367_Bin_58	90	mid_90	mid
s_SalMarSW160290MG_2_8930515_Bin_6_3	91	mid_91	mid
s_SalMarSW160380MG_2_8856100_Bin_13_2	92	mid_92	mid
s_SalMarWE160240MG_4_8859167_Bin_2_1	63	mid_63	mid
s_SalMarWE160370MG_2_8917056_Bin_16_2	65	mid_65	mid
s_SalMarWE160240MG_4_8859167_Bin_45	93	mid_93	mid
s_SalMarWE160440MG_2_8867465_Bin_4_1	57	mid_57	mid
s_SalMarSW160140MG_2_8917685_Bin_21_1	67	mid_67	mid
s_SalMarSW160290MG_2_8930515_Bin_36_1	26	mid_26	mid
s_SalMarSW160270MG_2_8917367_Bin_28_1	57	mid_57	mid
s_SalMarWE160390MG_2_8858938_Bin_26_1	19	mid_19	mid
s_SalMarSW160270MG_2_8917367_Bin_7_4	74	mid_74	mid
s_SalMarWE160370MG_2_8917056_Bin_41	31	mid_31	mid
s_SalMarSW160190MG_4_8917695_Bin_30_1	68	mid_68	mid
s_SalMarWE160490MG_2_8858883_Bin_24_1	65	mid_65	mid
s_SalMarSW160170MG_4_8917696_Bin_3_2	94	mid_94	mid
s_SalMarWE160270MG_2_8859120_Bin_39	31	mid_31	mid
s_SalMarWE160290MG_2_8859005_Bin_22	10	mid_10	mid
s_SalMarWE160340MG_2_8859126_Bin_81	6	mid_6	mid
s_SalMarSW160240MG_3_8917366_Bin_20	8	mid_8	mid
s_SalMarWE160370MG_2_8917056_Bin_4_2	59	mid_59	mid
s_SalMarSW160270MG_2_8917367_Bin_53_1	31	mid_31	mid
s_SalMarSW160380MG_2_8856100_Bin_36	6	mid_6	mid
s_SalMarSW160370MG_2_8856101_Bin_1_1	31	mid_31	mid
s_SalMarSW160270MG_2_8917367_Bin_40_1	6	mid_6	mid
s_SalMarSW160380MG_2_8856100_Bin_86	22	mid_22	mid
s_SalMarSW160380MG_2_8856100_Bin_13_3	78	mid_78	mid
s_SalMarWE160390MG_2_8858938_Bin_43	31	mid_31	mid
s_SalMarWE160490MG_2_8858883_Bin_54_1	59	mid_59	mid
s_SalMarWE160290MG_2_8859005_Bin_4_1	56	mid_56	mid
s_SalMarWE160340MG_2_8859126_Bin_62	53	mid_53	mid
s_SalMarSW160370MG_2_8856101_Bin_1_2	92	mid_92	mid
s_SalMarSW160290MG_2_8930515_Bin_2_2	56	mid_56	mid
s_SalMarWE160490MG_2_8858883_Bin_18_1	76	mid_76	mid
s_SalMarSW160270MG_2_8917367_Bin_7_1	58	mid_58	mid
s_SalMarWE160390MG_2_8858938_Bin_38_1	56	mid_56	mid
s_SalMarWE160390MG_2_8858938_Bin_16_2	95	mid_95	mid
s_SalMarSW160140MG_2_8917685_Bin_8_1	6	mid_6	mid
s_SalMarSW160380MG_2_8856100_Bin_81	6	mid_6	mid
s_SalMarWE160470MG_2_8859121_Bin_30_5	31	mid_31	mid
s_SalMarWE160390MG_2_8858938_Bin_25_2	6	mid_6	mid
s_SalMarSW160190MG_4_8917695_Bin_7_2	56	mid_56	mid
s_SalMarSW160380MG_2_8856100_Bin_24_4	68	mid_68	mid
s_SalMarSW160170MG_4_8917696_Bin_3_1	96	mid_96	mid
s_SalMarWE160270MG_2_8859120_Bin_7_1	97	mid_97	mid
s_SalMarSW160140MG_2_8917685_Bin_56_1	93	mid_93	mid
s_SalMarSW160380MG_2_8856100_Bin_24_2	58	mid_58	mid
s_SalMarSW160370MG_2_8856101_Bin_7	6	mid_6	mid
s_SalMarWE160270MG_2_8859120_Bin_7_2	56	mid_56	mid
s_SalMarSW160270MG_2_8917367_Bin_13_1	10	mid_10	mid
s_SalMarSW160340MG_2_8858886_Bin_9_2	6	mid_6	mid
s_SalMarSW160240MG_3_8917366_Bin_27_2	98	mid_98	mid
s_SalMarSW160140MG_2_8917685_Bin_13_3	31	mid_31	mid
s_SalMarSW160290MG_2_8930515_Bin_22_2	57	mid_57	mid
s_SalMarSW160290MG_2_8930515_Bin_39	8	mid_8	mid
s_SalMarWE160470MG_2_8859121_Bin_52	22	mid_22	mid
s_SalMarSW160170MG_4_8917696_Bin_3_3	31	mid_31	mid
s_SalMarSW160170MG_4_8917696_Bin_7_2	99	mid_99	mid
s_SalMarWE160390MG_2_8858938_Bin_16_1	93	mid_93	mid
s_SalMarSW160290MG_2_8930515_Bin_2_3	96	mid_96	mid
s_SalMarWE160370MG_2_8917056_Bin_4_1	6	mid_6	mid
s_SalMarSW160370MG_2_8856101_Bin_37_1	68	mid_68	mid
s_SalMarSW160380MG_2_8856100_Bin_41	68	mid_68	mid
s_SalMarSW160380MG_2_8856100_Bin_55_1	19	mid_19	mid
s_SalMarSW160290MG_2_8930515_Bin_2_4	96	mid_96	mid
s_SalMarSW160270MG_2_8917367_Bin_60	83	mid_83	mid
s_SalMarSW160270MG_2_8917367_Bin_11	6	mid_6	mid
s_SalMarSW160140MG_2_8917685_Bin_37	100	mid_100	mid
s_SalMarSW160190MG_4_8917695_Bin_20_1	101	mid_101	mid
s_SalMarWE160490MG_2_8858883_Bin_59_1	93	mid_93	mid
s_SalMarSW160290MG_2_8930515_Bin_6_2_2	58	mid_58	mid
s_SalMarWE160490MG_2_8858883_Bin_53	57	mid_57	mid
s_SalMarSW160170MG_4_8917696_Bin_12_1	102	mid_102	mid
s_SalMarSW160290MG_2_8930515_Bin_13_1	102	mid_102	mid
s_SalMarSW160290MG_2_8930515_Bin_49	103	mid_103	mid
s_SalMarSW160240MG_3_8917366_Bin_32	4	mid_4	mid
s_SalMarWE160470MG_2_8859121_Bin_39	6	mid_6	mid
s_SalMarSW160240MG_3_8917366_Bin_46	4	mid_4	mid
s_SalMarSW160270MG_2_8917367_Bin_39_1	104	mid_104	mid
s_SalMarWE160240MG_4_8859167_Bin_6_1	6	mid_6	mid
s_SalMarWE160370MG_2_8917056_Bin_31_1	105	mid_105	mid
s_SalMarSW160290MG_2_8930515_Bin_4_1	6	mid_6	mid
s_SalMarSW160380MG_2_8856100_Bin_88_1	102	mid_102	mid
s_SalMarSW160380MG_2_8856100_Bin_60_1	6	mid_6	mid
s_SalMarWE160340MG_2_8859126_Bin_77_1	106	mid_106	mid
s_SalMarWE160490MG_2_8858883_Bin_61	105	mid_105	mid
s_SalMarSW160140MG_2_8917685_Bin_15_1	6	mid_6	mid
s_SalMarSW160190MG_4_8917695_Bin_10_3	6	mid_6	mid
s_SalMarSW160270MG_2_8917367_Bin_41_1	6	mid_6	mid
s_SalMarWE160270MG_2_8859120_Bin_32_1	107	mid_107	mid
s_SalMarSW160270MG_2_8917367_Bin_21_2	102	mid_102	mid
s_SalMarSW160290MG_2_8930515_Bin_51	10	mid_10	mid
s_SalMarSW160140MG_2_8917685_Bin_15_2	26	mid_26	mid
s_SalMarWE160370MG_2_8917056_Bin_29_1	103	mid_103	mid
s_SalMarSW160340MG_2_8858886_Bin_31	26	mid_26	mid
s_SalMarSW160190MG_4_8917695_Bin_10_2	26	mid_26	mid
s_SalMarSW160190MG_4_8917695_Bin_44_1	103	mid_103	mid
s_SalMarSW160380MG_2_8856100_Bin_88_2	102	mid_102	mid
s_SalMarWE160240MG_4_8859167_Bin_34_1	107	mid_107	mid
s_SalMarSW160170MG_4_8917696_Bin_45	19	mid_19	mid
s_SalMarSW160270MG_2_8917367_Bin_21_1	102	mid_102	mid
s_SalMarSW160290MG_2_8930515_Bin_13_2	102	mid_102	mid
s_SalMarSW160140MG_2_8917685_Bin_9_1	4	mid_4	mid
s_SalMarWE160340MG_2_8859126_Bin_38_1	108	mid_108	mid
s_SalMarSW160140MG_2_8917685_Bin_25_1	47	mid_47	mid
s_SalMarSW160170MG_4_8917696_Bin_9	6	mid_6	mid
s_SalMarWE160470MG_2_8859121_Bin_17_1	6	mid_6	mid
s_SalMarSW160370MG_2_8856101_Bin_15	6	mid_6	mid
s_SalMarWE160240MG_4_8859167_Bin_3_1	19	mid_19	mid
s_SalMarWE160470MG_2_8859121_Bin_12_2	19	mid_19	mid
s_SalMarSW160290MG_2_8930515_Bin_1_3	19	mid_19	mid
s_SalMarSW160190MG_4_8917695_Bin_24_1	19	mid_19	mid
s_SalMarSW160290MG_2_8930515_Bin_1_2	6	mid_6	mid
s_SalMarWE160270MG_2_8859120_Bin_1_2	10	mid_10	mid
s_SalMarWE160470MG_2_8859121_Bin_12_1	19	mid_19	mid
s_SalMarSW160290MG_2_8930515_Bin_28	109	mid_109	mid
s_SalMarSW160140MG_2_8917685_Bin_6_2	100	mid_100	mid
s_SalMarSW160190MG_4_8917695_Bin_35	19	mid_19	mid
s_SalMarWE160390MG_2_8858938_Bin_15	6	mid_6	mid
s_SalMarSW160270MG_2_8917367_Bin_22	19	mid_19	mid
s_SalMarSW160190MG_4_8917695_Bin_4_2	69	mid_69	mid
s_SalMarWE160240MG_4_8859167_Bin_1_1	100	mid_100	mid
s_SalMarSW160270MG_2_8917367_Bin_1_4	110	mid_110	mid
s_SalMarSW160270MG_2_8917367_Bin_1_3	19	mid_19	mid
s_SalMarSW160240MG_3_8917366_Bin_40	111	mid_111	mid
s_SalMarSW160270MG_2_8917367_Bin_1_2	19	mid_19	mid
s_SalMarWE160240MG_4_8859167_Bin_12	109	mid_109	mid
